Year,Rating,Review
2023,3,"The worst part is that it doesn't give proper information about the product , i returned a dress even after pick up there is no notification regarding pickup if you are giving any product then it is necessary to asure your customer that their products or money is safe . Lack of proper information is bad impression to your site overall the products are good and service is also good but the technical issues are happening everytime"
2023,3,"there's a bugg in the app, I'm not able to login, I'm pressing the log in button but nothing happens"
2023,1,I do not have access to my offers or digital receipts. it's been a week.
2023,1,Worst experience ever I had while doing online shopping.... The customer care people don't have manners to talk to the person...
2023,5,Easy to shop
2023,5,Please get more expensive 😫 plz
2023,5,"This app is easy to use, didn't have any problems so far. I recommend it."
2023,1,"The forgot password function does not work at all. I have tried to get back my original account for THREE months and the email never arrives. I have tested it with a new account too, and same results, both on mobile and desktop. This should be a basic feature that works. I'm giving a one star review until this is somehow fixed."
2023,5,best filter
2023,5,never problem with H&M. I have used it for 11 years very well.
2023,5,Can't access app or website for days. What is happening?
2023,5,"Perfect Fitting, Quality and Good rate provided by H&M"
2023,5,gh
2023,4,good
2023,1,"Δεν λειτουργεί! Δεν μπορώ να δω καν τα κουπόνια μου,στης εκπτώσεις λέει συνέχεια οτι τα βρίσκω στο λογαριασμό μου,όμως δεν φαίνεται τίποτα. Ουτε αποσύνδεση δεν μπορώ να κάνω, σαν να λείπει μισή σελίδα."
2023,4,needs more clothing options but overall it's good
2023,1,I use to order quite often from this app n I pretty much like this app but one fine day my product was suppose to get delivered idk wat so happened the delivery guy started using abusive words while I easn explaining him where to deliver my product waat s terrible experience just cuz of this guy I'm goona stop ordering anything from this app terrible experience with the delivery guy
2023,4,Tiop
2023,1,First experience... And was the worst for me ..... The app already has its features problem and on top of the even the delivery guy was rude ... Wow..!! Busy cursing me with abusive words ... Won't order from here again ...!!
2023,1,Overrated too much prise with low quality in Clothes
2023,5,It's awesome as it is 🕶️
2023,1,Guys never shop from these looters. They've written it's hassle free returns but I swear to God they'll never even attempt to pickup and your return pickup will be a nightmare and leave about the refund it's gone. It's been more than 15days I've returned the product but nobody has arrived here to collect the item as far as so concerned. So invest in some other brand where there would be an hassle free return services and save your money.
2023,5,amazing products and style for kids. love shopping at H&M
2023,1,"Items are not showing, prices are wrong, filters do not work. It's totally not functioning. It's ridiculous how such a large company is not capable of hiring professionals to properly maintain their app."
2023,4,"Convenient for browsing and keeping a list of your favorite items, but very glitchy. Product pages don't load properly, sometimes you can't place things in your cart, today product pages displayed in French (on the UK version)."
2023,1,"If you try to filter for anything or view categories... 0 products. Even if you check the ""show all"" and in line with that it shows a number in the range of hundreds or thousands of products, after filtering = 0 products found. Tried with colour, product type and everal others. Same with the website.."
2023,4,This app good
2023,1,App unstable keeps shutting down
2023,1,Can't use the filter option. Though there are products of that category once we apply the filter it shows 0 products.
2023,5,Good and shopping is to easy and fast delivery
2023,1,Horrible horrible horrible site settings.. keeps getting stuck at payment and then deleting items saying out of stock.
2023,1,"The orders placed with discount offers are having ""payment errors"" reported after the promotional campaign is over. Until then your money (online payed order) ar blocked and ypu can see the order placed in the app. After this they refound you the money and there is no trace of the order (deleted from the app). Happened 3 time last week dunring the 20% off for kids clothes campaign. I will never order again from this app ."
2023,2,I don't understand whenever i am trying to add something to my wish list it's showing error. Its annoying! How else am i supposed to save items ? Worst shopping experience.
2023,5,👌❤️
2023,4,"Everything is smooth, but for returning any order that you paid through COD, they will only refund to your bank account. Why??"
2023,1,"I love the clothes and variety BUT almost everything I like is out of stock! Also, I earned those 100 points with my hard earned money which h&m is giving away freely to new members?! What about us who had already taken the membership?! Not fair to your loyal members."
2023,3,"Very easy to use, but Ihave to update my review, I don't know why since the last update I can't save anything in my favorites or even erase something from my shopping bag... Update 11/ 08/23 I pur thing in my shopping bag and when I try to buy it tells me there's a mistake in the system, guess for now can't purchase anything online..."
2023,5,love it
2023,5,decent stuff and good service.
2023,5,great quality
2023,3,nice dress for women stylish and functional
2023,5,Easy and quick to use app.
2023,1,"Worst experience, they vanished my 10% discount"
2023,5,"Love the discounts and specials for H&M online members, I believe your site is the best online site for shopping of all the high street stores, well done H&M. Love browsing your shop in Dame street and looking forward to your shop opening on the old Clearys site. Your staff are always top notch friendly and helpful, especially the staff in Dundrum."
2023,4,Please add login with Google account option. Or at least allow browser to remember password. Every time I open this app I need to reset the password because it's not used very often
2023,1,"If you ever try to filter for a size, you'll have a horrible experience! For example, I tried to find size L clothes and I clicked on something that I liked and there was only size XS avaliable. 🙃 Great! Countless of times has this happened to me. And this is going on for at least 2 years, it's not just a bug. This app ist TRASH!!!"
2023,1,Delivery charge worst. All other e commerce website gives free delivery order above 499. But h&m charge 150₹ delivery fee in order less then 1999 . It's irritating.you must provide a hm bag with the product. H&m product available on Myntra their delivery much friendly. They are giving much more coupons.So who gonna buy from you . We will buy from. It's a serious concern.
2023,1,Always freezing orders page. Mega annoying. Client service not helpful
2023,3,delivery fee is high
2023,4,lovely
2023,4,wonderful brand. but this all doesn't work most of the times
2023,1,Worst cheap review policy..
2023,5,not bad
2023,1,Worst app I m not able to Cancel my order because cancel option doesn't work it shows inly try again in 5 min
2023,5,good work. keep it up.
2023,5,Good .
2023,5,new to this site. very happy with purchases.
2023,1,Search doesn't work
2023,5,love H&M product😘😘😘😘
2023,3,payment was difficult to make
2023,4,Love H&M can always find something lovely. However sometimes the fit of trousers is troublesome for my shape.
2023,5,I love my H&M app
2023,2,"I ORDER A SHIRT AND IT DIDN'T CAME ,it was cancelled by its own, i am ordering it again!!! NOT SATISFIED!!"
2023,4,I'm very loyal to H&M but the app always has a bug! I can't see my coupons anymore for some reason and just in general glitchy
2023,5,"Gute Qualität , gute Preise , tolle Angebote , gute Member Rabatt und schnelle Lieferung ."
2023,5,H&M app is very convenient for shopping clothes & accessories. Simple and clean interface make it easier to take decision faster.
2023,4,very good and affordable
2023,2,delivery is way to costly
2023,3,UPI payment option not working
2023,4,Very good impressed
2023,5,Great shop 👌
2023,1,App is not opening
2023,5,it good
2023,2,"Will not open personal account. My new 7a Google phone seems to have issues with apps particularly h&m - cant open account page for orders, vouchers, returns etc Older Google phone had very few issues. Yes I've reinstalled etc etc checked settings all the usual stuff. Very disappointed 😞"
2023,5,Good app
2023,1,the parcel which i order is cancel by the delivery not even ask me for once there should be cancel OTP as well so that the delivery boy won't cancel by themselves
2023,1,"Lately very bad experience. App is not working oroperly ank keeps ""freezing"" while going trough product offers. Havent been able to acces Order history, payments and etc for a while - the option simply is not working and it is not possible to enter My Account! Been loyal for some time now but seems like that has to change!"
2023,1,My accounts page has been buffering for over a week now which is very inconvenient
2023,5,I like it brand
2023,1,App bugs out quite a lot. It won't let me log in so I can't use my points 😔
2023,2,"I can not access the membership area of the app all of a sudden, and nothing I'm trying is working!"
2023,1,"Their return policy never works. The person coming to take back cloths will give some lame excuse, like he has too many clothes to take back today! Worst CC also. Never buy from here."
2023,1,The app is not working
2023,1,"The App won't show my account profile. It says ""go to your account to uncover a sweet reward"" and for the past WEEK I haven't been able to look at my points or anything, it's ""loading"" and it never does."
2023,5,loving the sport gear!
2023,1,"Can't access my account it's just loading, but nothing comes.... it used to work very well... I don't know what's going on"
2023,5,good
2023,1,Why did you make it so complicated ... I can't change app language. Though I stay in Norway but can't read Norwegian. Handling app with minimal understanding of any lang is so difficult. Please keep different option for language.
2023,1,"Stuck on loading screen, can't even login"
2023,4,"Application is easy to use, products are also of fine quality. Stock should always be available"
2023,2,sometimes i cannot favorite articles and now all of my previous favorites are deleted. this happens a lot!!
2023,1,Doesn't let view my profile ... Can't show ID at shop
2023,4,I love shopping from here and never disappointed with anything I get.
2023,3,"It freezes much more often , but besides that it's a good app"
2023,1,"unable to make payments online, and returns and exchanges are very difficult with the app. Very bad experience every single time I tried to order from the app!!!!"
2023,5,👍🏻👍🏻👍🏻
2023,5,H&M clothes are made from soft quality materials. My teenager will only shop here.
2023,1,"I tried all the methods it didn't work for me,I can't access my account in the h.m app, it just shows a white page😤"
2023,5,very pleased with their services
2023,1,Unable to sign into my account. The email ID and password are correct but still not happening. I tried changing my password still no luck.
2023,5,great
2023,5,What a classical look of interior of app ... mind-blowing 🩷🩷
2023,1,Payment not returned
2023,5,Siempre a la vanguardia. 5/5⭐
2023,1,Doesn't show account info since new update .... fix it
2023,5,excellent
2023,5,What I love about this app .no delivery charges..but today I noticed it taking delivery charges..am soo disappointed
2023,1,"This is the most disappointing application and service I've ever encountered. I installed the app, filled out the membership form, but when I clicked on ""join now,"" the button didn't work. It seems like you intentionally disabled the button. If you don't want people to join your membership, why advertise it like this? These practices are unethical."
2023,1,One of the worst series I have every experience l. I would request everyone to never try to order products online. They deliver damage product or try to fool us my taking pre paid payment & then which delivery time then ask for COD. This kind of series this brand is providing. Every one be careful with this. I don't want this to happen with you so sharing my experience with you all.
2023,1,"Unable to click on my account. When I click the person for my account it just goes to an empty page so I'm unable to check for discounts or vouchers, my membership or order checks."
2023,1,"IT DOESN'T WORK!!!!! Several months ago it's stopped to allow me to shop with Klarna. And now, ""my account"" page is not opening. I can't log out or see my rewards, customer id etc. It's so annoying!"
2023,5,Thanku
2023,1,Impossible to open my account within the app. I'm a regular customer with lots of points which I now can't see and can't use a voucher I have. No longer trust the app. Sort it out please.
2023,4,"No clear way to change delivery address. Points are gone, time is wasted, mobile app is not useful at all."
2023,1,"I do not know what is goin on with hnm these days😠this app cant show my orders n account info,how am i supposed to track n see my orders,getting wrong orders,or package damaged during transportation or items lost/stolen every damn time,and after all that they cant give u a discount after all that poor customer service n delivery,at this point am considering shopping at zara,they should fix these problems,PLEASE STOP USING PITNEY BOWES CARRIERS THEY R THE WORSE,LOST ITEMS all the time.😡"
2023,1,Bug the like item keeps disappearing
2023,1,Does not work
2023,5,The clothes here are soo amazing just love it
2023,1,"ol payment method is pathetic, also need to pay 150 rs extra for one single top again pathetic"
2023,5,H&M have Very nice quality of clothes and i have my all over collection from here and i always choose shopping from here
2023,1,"Giving errors constantly, crashes sometimes. Can't use it, the browser version is more stable"
2023,5,Good and Nice
2023,1,Colour faded after the first wash
2023,5,Best cheap collection❤️❤️❤️❤️❤️❤️
2023,2,Sucks.when opening the app it froze.
2023,5,Wonderful
2023,1,App is just not opening
2023,1,Useless
2023,5,Good
2023,1,H&M PLEASE ADD PETITE SIZES
2023,5,I hate delivery charges
2023,5,Ett minus för att de inte erbjuder Klarna.
2023,2,Can't see the white letters on white background
2023,2,The My Account section does not work since the update. I have uninstalled and reinstalled the app with no luck. Can you advise what else to do?
2023,1,The membership page doesn't show. So I can't use my coupon in the store.....
2023,1,Unable to reset password for 2 weeks and they keep sending me the same link to reset but unable to open the link.
2023,5,Love h &m
2023,1,Dark mode ist einfach nicht zu gebrauchen
2023,1,Boycott swedish product app and company... protest against Qur'an burning...
2023,5,One of best quality of clothing
2023,2,Something wrong with the app after recent updates on 23rd Aug 2023. The app is crashed and can't load at all.
2023,2,"App is glitching again. Doesn't want to open your account page. It just keeps on loading. Also, tracking info is rarely up to date."
2023,5,best
2023,3,"If you order alot of items, they'll get it wrong sometimes. I have to order a little at a time to avoid them screwing up your items."
2023,1,"Redicilous service. I have recently ordered a pair of white pants and they have sent me a white dress. The moment i tried contacting the customer service, i didn't get any response. Moreover few days ago i purchased a pair of trousers since it was lose i wanted to exchange it there was no exchange policy for any product so i had to return but i never received the refund amount of the product. Please don't purchase anything from this app."
2023,3,Can't tap to become a member. Fix this please
2023,2,"Don't know what's happening, but I tried to place an order twice with my vouchers added and the next day I received my money back."
2023,4,"Please fix the issue of Dark Mode. Whenever the device is in Normal mode everything works fine. But, in Dark mode lot of the things gets hidden. Fix that."
2023,1,I didn't get my refund after I returned the product.. Please look into the matter
2023,5,the product r fabulous 😍
2023,5,"wow , super, nice, love it"
2023,1,App doesn't work fixed
2023,5,real items... beautiful like on the pages
2023,5,One of my favorite brand🥰
2023,5,This App is outstanding and the products are just superb quality.I really love this app as I've been using it from 2021❤️❤️❤️
2023,3,a bit difficult to sign in and purchase. Doesn't cover most of the area in our locality.
2023,2,Delivery status is not shown accurately... I received my product but it still shows that it is only dispatched.. Tracking status is not being updated
2023,5,Sure
2023,1,App does not work.
2023,5,"H&M is amazing, but needs have more better styles"
2023,1,I'm like constant coustemer but it's been month or more than month I return my order but money is not refunded yet so disappointing
2023,5,Easy to use.
2023,5,it's good
2023,4,great app sometimes delivery issues
2023,5,loved it
2023,5,best
2023,1,I got scammed by H&M. They refused to refund my money lol. And Their customer service sucks better to use other shopping apps rather than H&m (fraud).
2023,5,excellent
2023,3,Useful when you need something specific RIGHT NOW at a reasonable.
2023,1,There's problem every other day on the app. Gives me anxiety whenever I have to purchase something. All the good items are always out of stock
2023,5,Love it
2023,1,Abysmal app. Apparently I get 20% off for being a member. The app knows I'm a member. I make an order. I don't get 20% off because I didn't enter a code. Why do I need a code if you know I'm a member? H&M blacklisted.
2023,1,Lot of bugs and now app is really not working and responding
2023,1,Cannot use my vouchers in physical stores. Please give customer physical vouchers if you can't fix the bugs!!!
2023,5,"Honestly, my experience with H&M for purchase, delivery and refund processes are all great. They deliver on the given time, refund very quickly and the clothing materials are very valuable which are very hard to find in stores, some users who complain about sizes dont know how to measure correctly and some users dont know how to properly add their payment details for refund. From their side H&M is delivering what they claim and that is truly satisfying, trust me you wont regret shopping here."
2023,5,nice and fashionable
2023,1,Don't buy! They scam people... you paid for something else and they send you different quality product in same as shown in the app... report such mf company
2023,1,"Fix this app pls , If only H&M had better software development practices, the app wouldn't crash and would be less buggy. Additionally, I am unable to place orders using COD; it displays a message stating ""not approved,"" and I'm unsure why. Despite reaching out to over 5 agents, the response remains the same: clear the app cache or delete the data. I have decided to permanently delete the app; that's what I have conveyed."
2023,5,My favourite shopping app!
2023,5,تتاتخختلق!!!!؟؟
2023,5,awesome collection
2023,1,"Hi, please fix the app, it prompt error message that there is no Internet connection, but my mobile is connected to WiFi. Please advise urgently."
2023,5,Best app for premium and regular purchasing of apparel.
2023,5,love it for kids clothing
2023,4,very well
2023,5,Love this store
2023,4,"I love H&M because they have my sizes. They also have cute designs and not so expensive. Some of the materials that their using is not all comfortable but as soon as you get familiar with it, ( buying & returning ) you knew exactly what to order, next."
2023,5,good quality
2023,1,Intiated me refund for wrong item in the order. That is half the amount i owe them and their customer service doesnt respond everyday the time given is please call after 2 or 3 days. And emails are never replied or responded. Pathetic experience in returns.
2023,1,I'm having problems on opening new account
2023,1,"First of all the reset your password functionality does not work. If you try to use it, no email is sent. It only works only of you reset your password from the browser. Second, once you do reset your password, you can login from the browser, but you can't login from the app. It says that the password does not match the login email. Clearly the is a sync problem in your database. I'm giving 1 star because I simply cannot use the app whatsoever."
2023,1,Bycot
2023,5,ieftin
2023,5,my most favourite app for shopping ❤️💫
2023,5,"My experience with H and M is quite pleasant and good. I love shopping at H and M, mostly I do Online shopping because of lack of time. I love the H M stores, Entering in the store feels like Heaven!!!!!!!"
2023,5,Excellent
2023,1,"worst online shopping app ever. no confirmation of payment, order delivery. delivery don't even contact and send msg claiming we were not available to receive the order."
2023,5,one of the best quality fashion products are in the app I love HM
2023,3,I am a fan of h&m clothes my my kid. But the app hangs a lot. Not happy with the tech experience.
2023,2,"It usually works but today it states that an important service is missing (in Czech which I can't read), tried force stopping it, didn't work, so uninstalled and installed again, still the same problem. Worse is i want to go shopping very soon"
2023,5,ramro xa
2023,5,very good quality and affordable
2023,1,Error when adding items in favorite list or remove from basket. Sometimes there is a wrong navigation when searching clothes
2023,5,amazing
2023,1,"Bug in your app, the login button is not working. I have filled my detail but not working"
2023,5,Good quality
2023,1,I odered shirt and i got tshirt instead Worst experience
2023,5,Best n comfortable clothing in reasonable range. Customer centeric n hustle free return n excahnge.
2023,5,Conveniant and easy to navigate!
2023,3,Clothing in H&M is my always favourite option I always shops from H&M but the price of it is just too high but no issue now I used to it❤️
2023,1,🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮😡😡खराब ऐप है । बकवास है सब। मेरे पैसे रिफंड नही कर रहा है काफी समय पहले जींस ऑर्डर करी थी फिर कैंसल करदी पर अभी तक मेरे पैसे रिफंड नही करे। सबसे खराब ऐप ।।।अब में कोट कैश करुगी इस पर। 😡😡😡😡😡😡😡😡😡😡😡😡😡😡 जो करना है कर लेना सबसे ज्यादा खराब है ये h&m 😡😡😡😡😡😡😡🤮🤮🤮🤮🤮🤮🤮 सर्विस सब जीरो (zero)👎👎👎👎👎👎
2023,5,Super
2023,5,best clothes 🔥♥👏
2023,1,"I love H&M products but the app is horrible. It's so difficult to operate, it has issues with payment and returns ans everything.. instead of making it easy for us it is more complicated.. please change your IT team.. they are ruining it.. the operation should be as smooth as amazon or any other online shopping site.. even meesho has better operations.."
2023,5,My go to store for the latest in fashion.
2023,1,Worst experience ever of online shopping I ordered a hoodie from H&M but due to size issues return that item but now it have been more then 15 -20 days still I don't received my refund.
2023,5,perfect
2023,5,Great service
2023,5,amazing
2023,2,Why the hell you have removed sale section from men's clothing 🤡
2023,1,"Elég szánalmas, hogy Gödöllőn van h&m, de oda nem lehet rendelni, csak egy ismeretlen csomagpontra, ami 8 és 16:30 között van nyitva, nehogy át tudjam majd venni. Pénz visszautalási díjat nem az én pénzemből kellene levonni. Nem is rendelek SOHA többet, mert csak visszaküldeni lehet, boltba visszavinni nem."
2023,5,good
2023,5,H&M has best tee shirts ever!!!
2023,5,good
2023,5,amazing product
2023,5,Very good and very atrectice cloths
2023,5,Good quality
2023,3,very good
2023,5,❤️❤️
2023,5,"I love this app, I get promotions and discounts all the time! and if I lose my paper receipt, no problem! cuz it saves all my purchases and receipts on this app."
2023,3,"Love H&M, but the app hasn't been working recently. I can't take any items out of my cart or put any items in my wish list. It's laggy and kicks me out sometimes. I hope these problems get solved soon so I can continue shopping."
2023,5,Aftab Khan osm
2023,5,💯💯💯
2023,5,nice
2023,5,I love h&m and shopping online to easy and convenient. The recycling clothes for discount is great. love the app as well
2023,2,Keeps bugging if you click something to have a closer look and then go back if says there's a problem so you can't seamlessly browse. You should also be able to save items to purchase later.
2023,2,App is not good. It gets hanged frequently
2023,5,👍 good
2023,5,Good
2023,1,Boycott Sweden
2023,5,love quality t shirts. 👌
2023,5,"easy app to use, shows stock available, email option to notify when in stock is great to use"
2023,1,No in store pickup option.
2023,1,Today I got my order but the experience is really worse because I ordered pack of 10 t shirts but I only get one even after paying the full amount
2023,5,They've got quality products and never disappoint.
2023,5,Good shopping apps for all age of people
2023,5,great app easy to use and arrange orders and returns
2023,5,Good service
2023,5,I like the clothes n the quality of clothes like it's best buy always h&m clothes ☁️
2023,1,All the items I had wishlisted have vanished. And only a limited number of items can be wishlisted.
2023,5,Its fabulous
2023,1,The return and refund process is very bad and confusing it's took more than 20 day just to process the refund and the money is still not refunded and the return portal is very confusing.... Really Bad experience from H&M
2023,5,💟💟
2023,1,App is getting hang frequently. I need to pause and unpause the app.
2023,1,it's bravoo
2023,5,ultimate
2023,5,Super easy to shop:)
2023,5,the best return policy
2023,1,good
2023,4,There is no exchange system which is a huge inconvenience.
2023,1,"The app simply doesn't function on Sundays (and as far as I noted, the website too). It happened already twice that I wanted to utilize my bonus, but unfortunately it was Sunday and the app didn't work. Apart from that, I have been experiencing ridiculous login issues (e.g. wrong email or password, although the credentials were correct)."
2023,1,Worst cheap and disgusting clothes
2023,1,Always size issue XL or xxl these two size are only available . No use to shopping app
2023,5,best products
2023,4,best clothing app
2023,5,so niche and osm
2023,1,Worst app didn't give my refund back ....i have returned my parcel but i didn't get my refund .......frod #H&M
2023,5,Good value and on trend for children.
2023,3,Add Bosnia. There is a H&M in Tuzla and there is no reason to not have Bosnia on the app too.
2023,1,"App crashes frequently, I feel disgusting even to shop for..."
2023,4,very good
2023,1,Suar ban jao pillo
2023,4,good product but refunds takes too much time
2023,3,good
2023,4,Good
2023,5,love it❤
2023,5,excellent product 👌
2023,5,wonderful app
2023,1,Bay......
2023,1,The cloths are too good but this app sucks I am not able to see my placed order and I am not able to place another new order please fix this problem and soon an you can
2023,5,love it best app
2023,5,can't even describe how I feel it's amazing
2023,5,good
2023,3,Everything is good but the return policy is irritating. I already returned the clothes but i still didn't get a refund. Idk what to say
2023,1,I can't found my refund and bank details aslo not fill up what do to another app take one or two days for refund but what is this?
2023,5,I love ut
2023,4,App is quite good and you should also implement dark theme feature
2023,1,Total bakwas app customer care not a receive customer call app not a easily use
2023,5,very easy shopping experience
2023,5,H&M is good Aap.Nice discount and good product
2023,5,"Quality materials, affordable prices and dependable return policy 👌. Wouldn't you rather shop with H&M."
2023,1,Their service is worst. they will not refund the amount even in one month. Please don't buy anything online from H&M. They will never refund your money. Thank you
2023,1,Boycott Sweden
2023,1,Boycott Swede
2023,5,"Awesome app. There isn't as much new content as in other apps, but it works perfectly, the filter options are great, easy to use and affordable prices."
2023,1,i had ordered products from 2 products H&M app. One was a black short and one was a pack of two tshirts. I received white pants and only one out of the two tshirts. Naturally i returned the products by raising a complaint and manual pick up was initiated. It has been a month and i have not received my refund. After the contacting the customer service they are saying the products were not received in the warehouse. I will resort to consumer forums or legal action if the matter is not resolved.
2023,1,"The worst app ever. They mention 10% discount on first order but when you apply it, they say voucher removed. Guys I'm uninstalling this app and request everyone to un install. Never buy their products from other partners too. Very unethical."
2023,5,excellent
2023,1,Refund system is very poor
2023,5,gut
